Gender,Age,Talkative,Start Conversations,Interested in People,Make People Feel at Ease,concern for others,Full of Ideas,Always Prepared,Get Irritated Easily,Always Ready to Sleep,Frequent Mood Swings,Seek Adventure,Like to Be in Charge,Make a Mess of Things,Leave Belongings Around,Forget to Put Things Back,Follow a Schedule,Overcome Failure,Leave Today's Work for Next Day,Difficulty Understanding Abstract Ideas,Regret After Making Decisions,Prefer Daydreaming to Reality,Like to Express Immediate Mental/Emotional Situations,Prefer to Build New Relationships Rather Than Compromise,Think No Rules in Society Would Be Better,Don't Think This Test Can Determine Personality,Personality Type
F,22,4,7,4,1,7,3,1,6,6,1,4,4,5,2,8,8,0,5,6,2,8,3,6,6,6,Agreeableness
M,24,4,0,5,3,0,8,0,0,1,0,5,8,5,2,7,4,4,2,2,1,3,1,8,7,0,Neuroticism
F,27,7,0,4,4,2,2,5,8,4,5,8,5,2,0,7,7,8,8,4,2,1,8,6,5,4,Extraversion
M,20,3,4,0,3,2,5,7,6,4,1,8,6,5,4,0,0,3,7,2,6,3,6,1,7,4,Neuroticism
M,28,0,2,8,3,4,3,5,5,4,6,4,8,6,1,1,6,3,2,6,2,8,8,5,5,3,Openness
M,23,1,1,2,6,2,7,0,3,4,2,2,8,7,1,3,7,0,4,8,6,2,6,0,6,3,Openness
F,27,5,5,8,0,7,4,6,7,0,4,1,6,6,6,6,1,2,7,8,0,6,0,8,5,7,Conscientiousness
M,28,2,4,4,6,2,1,1,0,1,2,4,3,0,6,2,7,4,7,7,4,2,2,3,4,2,Extraversion
M,24,8,7,6,6,1,2,5,1,5,0,1,2,2,6,4,5,0,3,7,5,1,8,3,6,4,Agreeableness
M,20,6,1,3,2,8,1,0,8,1,4,1,5,1,4,8,5,1,6,4,8,4,0,5,0,5,Conscientiousness
M,25,3,3,3,7,7,0,1,7,4,2,6,1,8,2,2,0,1,7,0,7,8,7,8,8,8,Extraversion
M,21,7,8,3,2,4,5,4,1,1,7,0,5,8,7,2,4,2,7,1,2,0,0,0,0,5,Openness
M,20,3,2,4,6,3,5,6,6,3,8,0,2,3,4,7,5,4,8,8,5,6,8,1,8,8,Extraversion
F,18,7,1,2,6,1,2,7,6,1,7,2,8,7,2,5,7,7,7,8,0,2,6,6,0,0,Conscientiousness
M,24,4,1,8,3,2,2,2,7,3,4,8,6,0,8,0,0,4,7,8,0,6,5,2,5,7,Extraversion
M,19,1,8,5,3,8,7,8,0,1,8,0,7,5,3,0,2,0,7,7,8,4,7,4,8,5,Openness
M,23,8,5,3,0,7,2,4,7,7,0,1,0,4,2,1,7,8,1,5,1,6,1,5,8,4,Conscientiousness
F,23,3,7,3,3,2,5,7,5,8,6,1,3,1,1,4,6,3,2,7,5,2,5,0,6,0,Conscientiousness
F,22,2,0,5,6,1,7,3,7,8,0,3,2,3,4,7,4,1,7,8,4,1,8,6,5,1,Agreeableness
F,24,6,0,1,5,8,0,7,7,5,0,1,1,3,3,6,0,7,7,4,0,8,0,3,6,8,Neuroticism
F,22,0,2,4,4,3,8,5,4,0,7,5,5,4,2,6,2,4,4,7,1,8,3,4,7,2,Extraversion
F,22,4,7,0,4,8,7,6,8,5,7,8,1,2,4,8,4,7,8,4,1,0,4,5,5,4,Conscientiousness
F,21,0,3,8,8,6,1,2,1,3,7,8,2,5,5,7,2,5,2,7,1,2,7,2,3,2,Openness
F,26,4,1,4,8,3,1,5,4,2,7,4,3,3,3,8,4,5,0,3,5,4,6,3,1,0,Neuroticism
M,18,5,2,8,5,7,1,0,1,5,0,5,6,6,1,6,1,7,5,2,1,8,4,6,1,1,Openness
M,17,2,0,5,4,0,7,8,3,4,2,1,8,6,2,0,7,2,7,8,1,5,3,7,2,6,Extraversion
M,21,6,5,2,5,0,4,7,2,3,1,3,7,8,0,8,5,2,8,6,6,8,3,3,8,1,Conscientiousness
F,20,7,4,3,3,6,8,0,4,0,8,0,1,2,4,3,1,5,1,2,1,8,1,8,5,4,Openness
F,27,3,4,1,2,3,5,3,0,0,5,8,2,4,7,1,2,2,4,3,1,5,1,8,2,6,Extraversion
M,22,2,3,3,5,2,7,6,8,2,4,4,4,1,1,5,2,6,0,2,5,6,2,3,7,8,Conscientiousness
M,21,2,1,0,3,6,6,8,6,1,5,6,2,1,8,3,0,8,3,7,3,1,5,1,3,3,Agreeableness
F,25,5,7,6,6,2,0,6,3,6,8,8,4,0,5,3,4,5,6,6,8,0,3,2,2,7,Openness
F,26,0,6,4,1,8,6,4,7,0,2,4,2,0,3,8,6,2,6,0,3,1,1,7,0,4,Openness
F,23,8,3,0,4,7,8,3,5,1,4,7,2,7,0,8,2,1,5,7,4,5,2,8,6,3,Conscientiousness
F,26,0,5,8,4,2,1,2,4,2,0,5,7,0,6,8,8,2,0,7,3,8,6,5,1,2,Neuroticism
F,19,7,2,5,2,4,1,3,1,5,4,5,2,8,7,0,5,4,4,0,5,2,1,1,7,5,Openness
F,22,5,3,1,2,1,8,3,3,7,7,3,2,4,3,7,4,2,2,8,6,0,6,2,2,0,Openness
F,18,6,6,8,7,8,1,1,8,3,0,1,5,1,3,2,3,5,1,7,0,5,4,2,6,3,Extraversion
M,17,4,3,3,2,1,1,1,8,2,7,6,4,7,5,6,6,0,5,1,0,2,3,6,3,2,Conscientiousness
M,20,0,6,3,0,3,4,8,7,8,2,5,7,6,6,6,2,1,7,0,7,7,7,0,4,3,Extraversion
F,25,5,5,4,4,2,0,3,1,3,0,8,5,8,2,3,5,2,8,1,7,8,2,7,8,0,Agreeableness
M,28,7,7,5,5,1,8,3,5,3,1,4,0,0,5,5,7,1,8,8,8,4,3,0,5,5,Extraversion
F,21,7,8,8,4,3,3,6,1,2,6,0,0,4,2,7,5,1,4,0,4,6,3,3,6,1,Extraversion
M,19,3,0,1,0,8,5,1,6,0,2,2,3,0,6,7,3,3,1,1,3,5,1,6,3,5,Neuroticism
F,18,8,6,1,6,7,8,1,8,0,6,7,5,3,5,7,1,7,6,2,8,5,7,5,4,0,Openness
F,28,5,1,7,3,7,8,2,2,8,4,7,0,6,3,3,8,2,2,1,5,2,2,8,7,0,Neuroticism
M,23,4,4,5,3,0,4,6,2,6,2,5,8,0,4,4,1,7,6,1,1,5,1,7,2,7,Openness
M,21,5,4,5,8,4,1,6,6,1,8,7,0,2,6,2,4,5,2,0,7,7,4,7,7,8,Extraversion
F,17,1,3,5,1,0,2,8,6,1,5,4,0,6,6,5,4,8,6,1,5,4,2,4,7,4,Extraversion
M,26,4,1,4,0,1,5,5,4,4,8,7,6,0,3,4,1,0,1,0,0,7,0,4,8,7,Extraversion
F,21,6,3,6,7,3,7,8,1,4,6,5,7,2,3,5,3,6,2,0,4,1,1,2,6,1,Openness
M,26,8,1,2,4,6,4,6,7,4,5,6,8,2,6,5,4,2,4,1,4,8,7,5,0,5,Extraversion
F,24,6,6,4,6,3,0,0,5,7,2,0,0,4,6,7,7,8,3,1,2,3,5,7,2,4,Openness
M,19,7,7,8,7,1,3,5,0,0,8,3,5,3,5,0,6,0,3,1,8,7,4,8,3,4,Extraversion
M,24,0,2,5,1,1,1,0,2,4,5,4,1,4,5,5,6,3,2,1,5,5,7,6,3,1,Agreeableness
F,19,8,4,8,4,4,3,6,0,1,3,3,6,4,6,2,4,1,8,7,3,8,4,7,8,5,Openness
M,20,0,3,0,4,3,7,5,1,7,4,4,6,5,8,5,2,6,8,0,8,2,8,4,5,8,Neuroticism
M,18,2,2,7,7,6,5,6,8,2,2,0,6,5,3,3,7,2,2,2,6,3,5,1,5,3,Extraversion
F,19,4,0,4,5,5,3,6,3,0,5,8,4,2,3,5,4,6,8,2,7,7,8,1,1,7,Neuroticism
F,27,1,2,6,8,6,8,1,6,3,7,0,7,1,1,2,5,8,1,1,1,7,4,8,2,2,Neuroticism
M,29,3,8,3,6,8,0,6,3,0,3,6,2,0,7,3,0,3,7,5,8,5,3,7,8,7,Conscientiousness
F,18,4,2,3,5,8,4,8,3,6,3,1,4,6,5,4,6,6,7,0,5,8,3,1,7,3,Conscientiousness
M,27,2,7,6,5,6,0,2,8,8,0,2,8,8,3,8,0,8,2,8,0,7,8,5,5,8,Openness
F,23,0,2,5,1,0,4,5,5,7,3,2,7,8,7,2,6,4,5,6,1,5,2,8,4,5,Openness
M,28,1,7,5,6,7,1,1,3,2,8,6,3,0,1,4,6,8,8,8,7,7,0,1,2,3,Openness
M,28,6,8,2,2,6,1,4,1,0,7,1,5,8,6,2,4,5,8,6,5,1,1,4,6,7,Agreeableness
M,25,0,8,8,1,3,3,1,4,7,0,1,3,3,4,7,3,1,6,6,1,1,0,5,5,5,Neuroticism
F,24,7,4,5,3,7,7,7,8,0,4,6,6,7,1,1,0,5,8,3,5,3,0,0,2,4,Openness
F,29,8,5,8,3,5,2,6,7,1,1,3,2,2,1,1,2,5,1,4,2,6,0,3,1,1,Agreeableness
F,19,0,0,0,8,6,0,4,1,3,8,2,3,6,3,3,7,4,0,3,7,0,8,8,8,3,Conscientiousness
F,19,1,5,3,2,0,0,3,4,7,7,4,0,8,1,0,8,7,5,2,3,8,7,2,7,8,Extraversion
F,23,3,3,4,8,6,5,7,5,2,6,1,1,8,3,2,1,1,2,4,5,4,3,2,6,3,Neuroticism
F,26,5,2,7,5,3,7,5,0,4,7,5,0,0,7,8,6,1,2,0,8,3,2,3,1,4,Neuroticism
M,25,2,7,0,5,4,0,0,4,7,0,8,8,8,0,1,8,6,8,7,7,0,6,7,7,7,Conscientiousness
M,23,0,6,6,7,2,0,5,2,8,3,0,5,4,5,4,0,5,3,6,3,0,5,5,7,8,Openness
F,29,5,7,7,2,2,0,3,6,7,4,4,5,6,4,3,3,5,2,3,1,4,0,7,2,0,Agreeableness
F,29,8,0,7,8,6,5,8,1,4,0,1,4,2,3,7,6,5,5,6,5,0,8,4,8,7,Conscientiousness
F,17,1,0,8,5,0,7,4,1,5,2,1,1,1,0,2,2,3,1,5,2,3,1,8,2,0,Extraversion
M,27,1,3,4,8,3,3,3,7,2,3,5,4,4,0,7,2,5,0,5,7,4,4,3,1,8,Agreeableness
M,23,5,7,1,2,4,0,2,0,5,8,4,1,2,6,8,5,1,6,1,5,6,1,2,1,0,Agreeableness
F,17,2,7,4,0,6,5,1,1,0,0,2,1,5,6,1,6,5,5,1,6,4,7,7,4,1,Agreeableness
M,18,1,5,4,2,4,6,5,8,5,5,2,7,7,7,6,6,5,3,2,5,7,6,4,6,5,Neuroticism
M,21,7,7,0,3,3,0,5,2,1,6,3,1,0,4,0,8,5,2,0,2,1,8,1,1,4,Conscientiousness
M,21,3,2,0,2,2,3,2,0,5,4,5,5,4,4,4,0,8,3,5,6,5,7,5,8,4,Openness
F,19,1,4,0,7,4,6,6,7,7,3,4,5,1,3,7,1,0,1,5,0,6,4,7,3,6,Conscientiousness
M,22,7,2,4,8,4,0,0,3,4,0,5,6,3,6,5,4,0,0,5,1,0,6,6,4,4,Agreeableness
M,21,4,2,6,5,6,2,4,7,6,3,2,1,7,5,5,1,5,6,1,4,6,1,0,4,4,Agreeableness
M,19,6,5,3,1,1,4,3,7,1,0,5,0,4,4,5,6,7,1,5,6,1,4,4,8,3,Agreeableness
F,17,8,3,4,3,8,6,8,5,8,5,3,5,6,6,6,8,6,6,8,5,7,4,1,0,8,Agreeableness
F,28,2,6,5,4,4,5,3,5,2,3,1,8,5,0,0,7,4,0,6,5,2,8,7,1,6,Neuroticism
F,25,0,8,8,1,7,5,3,2,0,4,4,4,7,3,3,0,5,6,0,2,2,6,2,2,2,Extraversion
M,27,5,1,6,5,4,0,0,6,1,5,2,4,6,4,0,4,0,8,0,2,4,1,3,5,0,Conscientiousness
F,19,4,5,3,6,7,1,8,6,0,8,8,5,5,4,8,3,2,6,6,1,5,5,7,8,7,Conscientiousness
F,26,4,2,7,5,1,4,7,1,5,7,5,4,1,0,1,4,4,4,3,5,7,8,3,1,1,Openness
M,18,1,5,4,7,5,2,6,1,1,1,6,2,5,1,6,6,4,2,3,5,8,7,6,1,5,Extraversion
F,19,1,8,7,1,8,5,0,1,6,2,8,3,6,6,6,1,2,8,2,3,0,7,4,0,3,Agreeableness
F,24,3,5,5,3,8,7,5,1,1,1,3,2,4,6,4,4,2,2,3,6,0,7,4,5,5,Conscientiousness
F,22,3,1,3,7,1,0,0,7,4,3,8,8,3,3,4,6,7,8,7,8,4,3,0,3,8,Conscientiousness
F,17,1,6,5,8,1,4,4,8,7,0,1,2,7,1,0,2,7,8,2,8,6,4,7,4,2,Extraversion
F,20,4,4,2,7,3,8,5,0,0,4,3,1,7,0,6,5,4,5,8,6,6,3,5,0,3,Neuroticism
M,19,8,2,0,0,6,7,0,8,8,5,3,4,4,5,3,8,5,0,1,8,2,8,7,3,6,Conscientiousness
F,17,6,3,7,1,4,8,8,8,1,5,0,5,2,5,2,4,0,6,0,5,8,1,6,2,0,Openness
M,17,4,3,8,3,5,5,6,1,7,4,6,1,4,2,7,2,6,8,1,5,6,4,7,8,5,Neuroticism
M,25,4,3,4,3,0,8,6,4,4,4,7,1,4,4,6,6,8,5,4,0,8,7,8,1,8,Agreeableness
F,25,6,2,5,1,3,2,1,0,3,8,8,0,4,5,1,7,0,1,2,3,6,0,2,6,1,Agreeableness
F,25,1,7,2,4,4,8,2,4,5,8,5,6,4,6,6,1,5,5,7,7,7,6,8,8,1,Conscientiousness
M,17,7,1,7,3,5,0,1,8,5,8,0,2,5,2,6,6,3,3,3,2,3,8,1,1,0,Extraversion
F,23,5,2,2,1,6,0,3,8,0,4,7,5,1,2,0,2,6,0,6,7,8,1,0,6,4,Extraversion
F,23,1,5,3,0,6,4,3,1,0,8,5,3,7,7,3,1,7,1,8,0,0,7,2,5,6,Openness
F,28,8,0,1,4,7,2,0,0,3,6,5,0,6,8,1,3,3,4,1,3,6,6,0,7,1,Extraversion
F,18,5,8,0,4,0,3,4,2,1,6,4,0,8,3,0,4,7,8,8,1,8,1,5,7,3,Neuroticism
F,23,3,6,1,8,0,1,2,6,7,3,8,1,3,6,6,5,3,1,6,5,7,1,0,3,7,Neuroticism
M,17,3,2,1,6,6,6,8,4,5,4,2,3,4,0,4,2,0,2,0,8,6,5,5,7,6,Conscientiousness
F,27,6,6,7,5,8,3,0,3,0,4,7,5,1,3,4,8,1,6,6,0,3,2,5,3,0,Conscientiousness
M,18,5,8,0,5,4,7,1,5,7,7,4,0,2,6,8,1,2,7,7,2,6,7,5,0,1,Neuroticism
F,19,6,8,6,3,5,5,3,3,7,1,7,4,1,2,0,3,2,1,5,6,2,1,6,7,5,Extraversion
F,26,7,2,1,1,2,4,0,5,1,6,5,3,6,7,2,4,2,2,0,1,0,4,3,4,2,Agreeableness
F,27,0,1,0,0,4,3,5,8,7,7,7,0,6,0,8,8,5,2,8,1,7,6,1,1,6,Agreeableness
F,29,5,4,8,2,5,7,8,0,1,5,7,6,1,0,2,1,4,8,8,5,8,4,4,2,2,Agreeableness
F,27,2,8,6,7,2,6,4,4,3,8,7,8,3,2,6,8,3,6,2,7,3,6,3,0,2,Agreeableness
F,23,0,2,2,0,5,5,8,6,3,8,4,5,1,7,3,8,7,6,2,3,1,4,8,6,4,Neuroticism
F,25,0,8,3,5,6,4,0,5,2,4,0,5,4,1,2,6,7,0,0,7,1,8,0,8,1,Conscientiousness
M,17,3,7,0,0,3,2,6,6,7,4,8,2,7,4,7,1,3,2,2,2,7,0,3,8,3,Neuroticism
M,24,2,0,8,4,3,0,4,6,7,8,5,5,5,5,6,8,4,7,1,8,8,7,3,8,4,Conscientiousness
F,29,3,6,2,0,5,1,3,5,1,6,3,1,7,3,0,8,1,2,0,3,4,4,5,0,2,Openness
F,20,3,2,1,4,8,3,7,7,1,8,4,7,3,0,1,6,8,6,2,6,7,5,6,5,5,Conscientiousness
M,19,2,0,2,5,3,2,7,3,3,8,8,5,6,8,2,1,0,2,2,1,2,2,8,2,6,Agreeableness
F,21,4,7,0,8,2,2,5,3,3,5,5,3,1,1,3,1,3,3,6,8,4,3,7,2,7,Agreeableness
M,25,6,3,3,1,1,0,0,6,6,3,2,0,4,5,6,5,6,1,0,2,3,8,8,7,8,Neuroticism
F,26,3,3,1,1,7,6,6,3,5,7,6,1,5,7,4,8,0,5,0,2,4,1,1,1,3,Extraversion
F,29,2,3,5,0,0,6,8,5,4,0,1,3,3,3,6,2,8,0,0,7,6,6,1,6,3,Extraversion
M,28,1,4,1,6,0,4,1,5,0,2,2,5,8,8,2,0,2,6,2,4,1,5,2,0,3,Neuroticism
F,19,1,8,8,8,2,4,6,5,4,6,2,8,7,4,2,0,0,2,0,4,7,5,5,7,3,Agreeableness
F,19,5,3,0,1,3,1,4,7,5,6,3,6,2,3,6,4,4,3,1,5,3,1,1,2,7,Agreeableness
M,28,4,0,8,4,7,3,5,4,4,7,4,8,1,7,7,3,6,3,4,3,4,6,2,5,4,Openness
F,27,5,0,5,7,5,4,3,7,6,7,2,0,8,5,1,4,5,4,0,2,2,2,7,1,0,Agreeableness
F,29,6,6,0,3,2,0,1,4,0,6,7,0,7,6,3,8,8,8,0,5,0,3,6,3,3,Openness
M,26,6,2,6,7,7,5,3,7,7,1,2,8,4,8,1,4,6,4,7,4,4,5,3,1,4,Openness
M,21,5,3,8,4,4,5,3,4,7,3,0,3,2,1,3,3,5,3,7,1,7,6,6,2,2,Conscientiousness
M,25,0,4,1,8,0,2,0,4,1,6,7,5,1,3,7,5,5,2,1,0,6,8,0,0,8,Extraversion
F,22,2,2,5,3,8,4,7,0,3,1,0,0,6,4,3,2,3,8,4,1,4,2,4,6,3,Openness
F,23,0,2,1,7,0,4,8,7,6,7,1,6,8,7,2,6,8,3,5,3,3,1,3,0,3,Agreeableness
M,25,6,6,0,5,1,2,7,6,8,7,4,1,6,8,2,1,6,6,5,5,8,5,7,4,0,Openness
F,29,1,0,7,7,4,5,0,5,0,8,2,5,8,1,1,3,2,8,2,5,4,6,8,5,3,Extraversion
F,27,7,7,1,2,8,5,5,5,2,5,3,5,3,4,3,0,8,1,1,3,8,7,7,5,6,Openness
F,26,1,5,1,6,1,0,5,2,2,1,8,5,1,5,0,8,8,5,5,5,4,3,7,5,4,Agreeableness
F,20,1,0,4,2,8,2,6,5,3,4,7,7,3,5,0,8,0,3,5,4,0,0,2,0,6,Agreeableness
M,20,4,0,2,3,5,7,5,3,7,2,3,0,7,2,5,0,1,1,0,3,3,6,6,3,6,Agreeableness
M,28,6,7,1,1,7,6,1,7,4,0,6,6,2,5,3,8,3,5,7,1,1,2,6,2,0,Extraversion
F,27,3,1,6,0,2,6,3,5,0,4,7,2,8,8,8,6,7,8,1,2,6,5,0,0,5,Openness
F,20,3,8,0,1,4,0,3,5,8,7,7,6,2,8,3,4,6,3,4,4,7,1,4,1,4,Extraversion
F,27,1,0,3,1,8,5,2,7,7,4,3,6,0,0,7,8,2,2,8,7,6,2,2,1,6,Neuroticism
M,27,2,4,2,0,1,5,0,8,8,3,7,8,5,0,1,4,0,7,8,6,4,6,6,6,8,Extraversion
M,20,4,4,5,5,5,6,1,8,6,0,2,2,1,0,0,6,7,5,3,7,8,7,3,5,5,Conscientiousness
F,25,2,3,5,8,8,3,6,7,2,6,4,5,7,6,8,3,4,4,2,8,5,8,2,5,2,Openness
F,23,2,7,5,8,8,8,6,6,0,5,7,8,1,3,0,0,4,3,6,7,1,6,4,4,1,Agreeableness
M,24,5,6,7,3,3,8,3,3,7,4,4,8,3,2,2,3,2,5,5,5,7,8,4,7,3,Conscientiousness
F,22,3,3,2,4,0,1,8,5,1,5,6,6,2,3,5,0,8,8,6,3,8,0,4,1,7,Agreeableness
F,19,0,0,1,1,4,5,7,8,8,0,7,6,4,2,2,4,1,6,6,5,8,6,6,0,8,Extraversion
M,19,6,7,4,7,3,5,2,3,0,2,2,4,5,8,4,5,7,3,2,1,2,1,2,1,0,Extraversion
F,27,2,8,3,0,2,4,7,6,1,5,1,0,5,7,3,8,4,3,0,3,3,1,6,7,2,Openness
M,27,5,4,8,6,1,1,1,3,3,8,3,1,0,2,7,5,7,3,1,2,4,0,4,2,4,Agreeableness
F,21,4,4,2,7,1,2,0,1,7,1,4,0,2,0,2,6,0,2,3,7,2,0,7,5,4,Agreeableness
F,24,5,0,5,5,2,4,1,3,2,0,5,0,3,4,1,1,8,4,1,0,3,7,8,7,4,Neuroticism
F,28,1,8,3,8,4,7,6,7,4,4,2,1,4,6,0,3,8,3,6,4,2,2,4,4,2,Conscientiousness
F,24,2,3,7,2,6,4,0,2,3,7,0,4,1,1,0,4,7,5,8,3,6,2,7,0,6,Extraversion
F,19,6,3,7,0,8,3,2,7,6,8,2,2,0,8,1,3,3,5,1,7,8,4,8,3,8,Agreeableness
F,19,6,7,3,3,2,5,1,3,2,5,7,6,4,1,0,5,4,4,3,5,2,2,1,6,6,Openness
F,22,3,4,6,1,2,0,3,6,5,5,0,0,0,8,5,7,0,0,0,5,6,4,7,0,1,Neuroticism
M,26,0,8,8,5,8,2,8,3,1,8,3,2,7,4,0,3,4,6,0,5,7,2,5,0,6,Extraversion
F,29,5,4,8,2,8,6,2,4,4,6,7,1,7,4,2,0,5,6,8,7,8,1,4,3,6,Conscientiousness
M,20,3,3,3,6,4,8,5,8,0,4,3,7,8,4,5,8,6,0,4,8,8,3,8,1,2,Neuroticism
M,23,2,8,3,6,2,6,8,8,2,3,4,2,0,5,3,5,0,8,8,5,0,2,1,5,0,Conscientiousness
M,25,1,1,7,6,7,3,4,6,2,3,3,2,5,6,6,5,4,1,2,2,1,7,5,6,5,Openness
F,25,1,4,8,1,8,4,7,8,1,0,1,6,0,8,6,3,3,8,8,2,5,5,5,8,6,Neuroticism
M,25,3,8,6,0,3,8,3,1,7,0,0,7,5,2,2,2,2,5,2,8,1,1,7,3,0,Agreeableness
F,18,2,7,7,8,5,5,4,3,4,1,6,6,8,8,8,5,7,1,8,1,4,4,1,2,3,Neuroticism
F,24,6,3,6,1,0,1,6,3,2,7,8,1,0,0,3,7,2,6,1,5,7,2,2,4,6,Agreeableness
F,26,4,3,1,3,5,4,4,4,8,7,2,0,1,5,1,5,8,3,0,3,4,0,6,0,0,Neuroticism
F,27,8,1,2,2,8,2,8,7,5,8,3,5,8,4,2,3,1,5,1,1,0,6,5,5,6,Conscientiousness
F,22,5,2,3,7,1,4,8,8,0,6,0,8,5,2,6,6,7,5,7,7,8,4,8,6,1,Extraversion
M,23,5,5,3,7,4,8,0,5,8,4,1,2,0,3,5,7,3,3,2,5,3,2,1,6,6,Neuroticism
M,20,8,3,7,8,4,1,8,4,0,7,8,0,1,0,4,1,7,0,5,0,6,1,0,8,2,Agreeableness
F,18,1,0,1,6,4,4,3,6,1,7,5,2,0,6,8,6,4,6,4,2,0,1,7,4,8,Extraversion
F,23,6,4,7,2,0,2,4,0,1,6,8,8,6,4,3,7,1,3,5,0,1,2,4,1,0,Conscientiousness
F,22,7,4,0,6,6,2,6,2,3,2,4,1,0,3,2,0,6,1,3,1,3,0,7,2,2,Conscientiousness
M,24,6,8,8,7,4,0,0,1,6,8,0,3,1,3,8,8,4,0,3,1,4,5,5,1,1,Agreeableness
F,25,2,4,4,0,3,1,7,0,0,3,0,3,5,6,0,2,2,3,2,1,7,2,3,8,6,Agreeableness
M,24,4,3,3,6,6,8,8,7,0,0,8,3,4,8,4,8,7,7,4,5,2,0,8,7,1,Extraversion
F,17,5,8,7,4,6,6,7,2,6,5,7,3,4,1,4,0,5,6,8,8,6,7,6,2,7,Openness
M,29,8,6,5,4,7,3,7,1,3,6,1,4,0,8,1,4,2,7,7,4,6,2,6,6,8,Agreeableness
M,25,2,3,1,2,4,4,3,1,7,7,1,3,0,7,1,5,6,5,7,2,8,1,7,2,7,Extraversion
F,20,4,3,7,1,3,6,5,2,8,5,5,8,0,8,6,2,3,3,4,0,7,3,8,5,5,Openness
F,26,3,4,2,3,6,5,3,5,2,4,3,8,3,1,0,6,4,0,8,5,6,7,5,8,8,Neuroticism
M,28,4,5,1,2,8,6,7,3,7,5,3,6,0,7,5,0,2,2,5,5,1,7,5,8,4,Openness
F,24,0,3,5,8,3,5,3,2,2,0,6,7,0,5,3,0,3,4,3,4,8,5,0,1,2,Openness
F,19,2,0,8,1,7,4,0,5,1,7,2,1,4,5,4,1,0,0,0,1,5,8,8,4,3,Openness
M,28,1,3,8,6,1,2,3,6,4,5,4,6,6,7,7,4,4,0,8,5,8,1,0,3,5,Extraversion
F,23,5,1,2,3,1,0,2,1,2,8,3,2,8,0,0,5,5,1,2,4,2,7,8,4,2,Conscientiousness
F,18,4,4,2,1,0,6,6,0,8,6,5,2,1,3,4,7,3,2,2,4,7,2,5,4,4,Extraversion
M,27,3,8,6,5,1,3,5,2,8,7,8,2,0,5,6,2,6,5,4,5,1,1,4,6,7,Openness
F,21,7,2,3,2,1,1,1,5,0,1,8,1,2,2,6,3,1,2,1,2,6,8,8,8,4,Extraversion
M,20,1,3,6,2,1,3,0,5,7,8,3,1,7,2,8,7,6,0,8,2,2,8,5,2,0,Agreeableness
